FUNCTION;Process;Function;Invocations;Excl. Time (s);Incl. Time (s)
COUNTER;Process 0(2);131072_16_100000;DRAM_ENERGY:PACKAGE0;6.63435118e+09;6.63435118e+09
COUNTER;Process 0(2);131072_32_100000;PAPI_FP_INS;40605.4394;40605.4394
COUNTER;Process 0(2);131072_32_100000;PAPI_TOT_INS;4.30348404e+09;4.30348404e+09
COUNTER;Process 0(2);131072_32_100000;PAPI_L3_TCM;0.18322762;0.18322762
COUNTER;Process 0(2);131072_32_100000;PP0_ENERGY:PACKAGE0;1.60196314e+10;1.60196314e+10
COUNTER;Process 0(2);131072_32_100000;DRAM_ENERGY:PACKAGE0;6.49638035e+09;6.49638035e+09
COUNTER;Process 0(2);131072_64_100000;PAPI_FP_INS;39200.8091;39200.8091
COUNTER;Process 0(2);131072_64_100000;PAPI_TOT_INS;4.20599465e+09;4.20599465e+09
COUNTER;Process 0(2);131072_64_100000;PAPI_L3_TCM;0.534500608;0.534500608
COUNTER;Process 0(2);131072_64_100000;PP0_ENERGY:PACKAGE0;1.60230564e+10;1.60230564e+10
COUNTER;Process 0(2);131072_64_100000;DRAM_ENERGY:PACKAGE0;6.6275297e+09;6.6275297e+09
COUNTER;Process 0(2);131072_128_100000;PAPI_FP_INS;38978.6246;38978.6246
COUNTER;Process 0(2);131072_128_100000;PAPI_TOT_INS;5.03795483e+09;5.03795483e+09
COUNTER;Process 0(2);131072_128_100000;PAPI_L3_TCM;0.703385312;0.703385312
COUNTER;Process 0(2);131072_128_100000;PP0_ENERGY:PACKAGE0;1.62225241e+10;1.62225241e+10
COUNTER;Process 0(2);131072_128_100000;DRAM_ENERGY:PACKAGE0;6.46017111e+09;6.46017111e+09
COUNTER;Process 0(2);131072_256_100000;PAPI_FP_INS;38696.0263;38696.0263
COUNTER;Process 0(2);131072_256_100000;PAPI_TOT_INS;4.99840944e+09;4.99840944e+09
COUNTER;Process 0(2);131072_256_100000;PAPI_L3_TCM;0.516730151;0.516730151
COUNTER;Process 0(2);131072_256_100000;PP0_ENERGY:PACKAGE0;1.61702439e+10;1.61702439e+10
COUNTER;Process 0(2);131072_256_100000;DRAM_ENERGY:PACKAGE0;6.36476308e+09;6.36476308e+09
COUNTER;Process 0(2);131072_512_100000;PAPI_FP_INS;36992.9002;36992.9002
COUNTER;Process 0(2);131072_512_100000;PAPI_TOT_INS;4.99431079e+09;4.99431079e+09
COUNTER;Process 0(2);131072_512_100000;PAPI_L3_TCM;1.17468144;1.17468144
COUNTER;Process 0(2);131072_512_100000;PP0_ENERGY:PACKAGE0;1.6114037e+10;1.6114037e+10
COUNTER;Process 0(2);131072_512_100000;DRAM_ENERGY:PACKAGE0;6.45455641e+09;6.45455641e+09
COUNTER;Process 0(2);131072_1024_100000;PAPI_FP_INS;35650.1719;35650.1719
COUNTER;Process 0(2);131072_1024_100000;PAPI_TOT_INS;4.96084001e+09;4.96084001e+09
COUNTER;Process 0(2);131072_1024_100000;PAPI_L3_TCM;0.952720657;0.952720657
COUNTER;Process 0(2);131072_1024_100000;PP0_ENERGY:PACKAGE0;1.60397613e+10;1.60397613e+10
COUNTER;Process 0(2);131072_1024_100000;DRAM_ENERGY:PACKAGE0;6.53477994e+09;6.53477994e+09
COUNTER;Process 0(2);131072_2048_100000;PAPI_FP_INS;32088.8522;32088.8522
COUNTER;Process 0(2);131072_2048_100000;PAPI_TOT_INS;4.81468116e+09;4.81468116e+09
COUNTER;Process 0(2);131072_2048_100000;PAPI_L3_TCM;0.562537949;0.562537949
COUNTER;Process 0(2);131072_2048_100000;PP0_ENERGY:PACKAGE0;1.59317398e+10;1.59317398e+10
COUNTER;Process 0(2);131072_2048_100000;DRAM_ENERGY:PACKAGE0;6.53763671e+09;6.53763671e+09
COUNTER;Process 0(2);131072_4096_100000;PAPI_FP_INS;31876.8553;31876.8553
COUNTER;Process 0(2);131072_4096_100000;PAPI_TOT_INS;5.29305974e+09;5.29305974e+09
COUNTER;Process 0(2);131072_4096_100000;PAPI_L3_TCM;0.39936592;0.39936592
COUNTER;Process 0(2);131072_4096_100000;PP0_ENERGY:PACKAGE0;1.59430707e+10;1.59430707e+10
COUNTER;Process 0(2);131072_4096_100000;DRAM_ENERGY:PACKAGE0;6.59249929e+09;6.59249929e+09
COUNTER;Process 0(2);262144_1_100000;PAPI_FP_INS;23334.5149;23334.5149
COUNTER;Process 0(2);262144_1_100000;PAPI_TOT_INS;4.86418729e+09;4.86418729e+09
COUNTER;Process 0(2);262144_1_100000;PAPI_L3_TCM;0.923367597;0.923367597
COUNTER;Process 0(2);262144_1_100000;PP0_ENERGY:PACKAGE0;1.62389555e+10;1.62389555e+10
COUNTER;Process 0(2);262144_1_100000;DRAM_ENERGY:PACKAGE0;6.55171832e+09;6.55171832e+09
COUNTER;Process 0(2);262144_2_100000;PAPI_FP_INS;22897.1812;22897.1812
COUNTER;Process 0(2);262144_2_100000;PAPI_TOT_INS;4.82884282e+09;4.82884282e+09
COUNTER;Process 0(2);262144_2_100000;PAPI_L3_TCM;0.741272985;0.741272985
COUNTER;Process 0(2);262144_2_100000;PP0_ENERGY:PACKAGE0;1.62452427e+10;1.62452427e+10
COUNTER;Process 0(2);262144_2_100000;DRAM_ENERGY:PACKAGE0;6.44816642e+09;6.44816642e+09
COUNTER;Process 0(2);262144_4_100000;PAPI_FP_INS;22941.5151;22941.5151
COUNTER;Process 0(2);262144_4_100000;PAPI_TOT_INS;4.76932981e+09;4.76932981e+09
COUNTER;Process 0(2);262144_4_100000;PAPI_L3_TCM;0.280514631;0.280514631
COUNTER;Process 0(2);262144_4_100000;PP0_ENERGY:PACKAGE0;1.61950216e+10;1.61950216e+10
COUNTER;Process 0(2);262144_4_100000;DRAM_ENERGY:PACKAGE0;6.37405181e+09;6.37405181e+09
COUNTER;Process 0(2);262144_8_100000;PAPI_FP_INS;21802.3018;21802.3018
COUNTER;Process 0(2);262144_8_100000;PAPI_TOT_INS;4.64212878e+09;4.64212878e+09
COUNTER;Process 0(2);262144_8_100000;PAPI_L3_TCM;0.0951160111;0.0951160111
COUNTER;Process 0(2);262144_8_100000;PP0_ENERGY:PACKAGE0;1.61454552e+10;1.61454552e+10
COUNTER;Process 0(2);262144_8_100000;DRAM_ENERGY:PACKAGE0;6.51980083e+09;6.51980083e+09
COUNTER;Process 0(2);262144_16_100000;PAPI_FP_INS;23750.8544;23750.8544
COUNTER;Process 0(2);262144_16_100000;PAPI_TOT_INS;4.36420687e+09;4.36420687e+09
COUNTER;Process 0(2);262144_16_100000;PAPI_L3_TCM;0.295370674;0.295370674
COUNTER;Process 0(2);262144_16_100000;PP0_ENERGY:PACKAGE0;1.60177716e+10;1.60177716e+10
COUNTER;Process 0(2);262144_16_100000;DRAM_ENERGY:PACKAGE0;6.56989574e+09;6.56989574e+09
COUNTER;Process 0(2);262144_32_100000;PAPI_FP_INS;21686.8112;21686.8112
COUNTER;Process 0(2);262144_32_100000;PAPI_TOT_INS;4.33674714e+09;4.33674714e+09
COUNTER;Process 0(2);262144_32_100000;PAPI_L3_TCM;0.0976989008;0.0976989008
COUNTER;Process 0(2);262144_32_100000;PP0_ENERGY:PACKAGE0;1.60243222e+10;1.60243222e+10
COUNTER;Process 0(2);262144_32_100000;DRAM_ENERGY:PACKAGE0;6.56921202e+09;6.56921202e+09
COUNTER;Process 0(2);262144_64_100000;PAPI_FP_INS;21948.7464;21948.7464
COUNTER;Process 0(2);262144_64_100000;PAPI_TOT_INS;4.28206e+09;4.28206e+09
COUNTER;Process 0(2);262144_64_100000;PAPI_L3_TCM;0.0962508119;0.0962508119
COUNTER;Process 0(2);262144_64_100000;PP0_ENERGY:PACKAGE0;1.60086869e+10;1.60086869e+10
COUNTER;Process 0(2);262144_64_100000;DRAM_ENERGY:PACKAGE0;6.52599627e+09;6.52599627e+09
COUNTER;Process 0(2);262144_128_100000;PAPI_FP_INS;21347.1608;21347.1608
COUNTER;Process 0(2);262144_128_100000;PAPI_TOT_INS;4.17849377e+09;4.17849377e+09
COUNTER;Process 0(2);262144_128_100000;PAPI_L3_TCM;2.33539161;2.33539161
COUNTER;Process 0(2);262144_128_100000;PP0_ENERGY:PACKAGE0;1.59854705e+10;1.59854705e+10
COUNTER;Process 0(2);262144_128_100000;DRAM_ENERGY:PACKAGE0;6.58093513e+09;6.58093513e+09
COUNTER;Process 0(2);262144_256_100000;PAPI_FP_INS;26415.447;26415.447
COUNTER;Process 0(2);262144_256_100000;PAPI_TOT_INS;5.0478294e+09;5.0478294e+09
COUNTER;Process 0(2);262144_256_100000;PAPI_L3_TCM;9.94713541;9.94713541
COUNTER;Process 0(2);262144_256_100000;PP0_ENERGY:PACKAGE0;1.61753803e+10;1.61753803e+10
COUNTER;Process 0(2);262144_256_100000;DRAM_ENERGY:PACKAGE0;6.8466986e+09;6.8466986e+09
COUNTER;Process 0(2);262144_512_100000;PAPI_FP_INS;25721.9026;25721.9026
COUNTER;Process 0(2);262144_512_100000;PAPI_TOT_INS;4.98192998e+09;4.98192998e+09
COUNTER;Process 0(2);262144_512_100000;PAPI_L3_TCM;6.00966458;6.00966458
COUNTER;Process 0(2);262144_512_100000;PP0_ENERGY:PACKAGE0;1.61111921e+10;1.61111921e+10
COUNTER;Process 0(2);262144_512_100000;DRAM_ENERGY:PACKAGE0;6.53500136e+09;6.53500136e+09
COUNTER;Process 0(2);262144_1024_100000;PAPI_FP_INS;24336.281;24336.281
COUNTER;Process 0(2);262144_1024_100000;PAPI_TOT_INS;4.948212e+09;4.948212e+09
COUNTER;Process 0(2);262144_1024_100000;PAPI_L3_TCM;0.433696661;0.433696661
COUNTER;Process 0(2);262144_1024_100000;PP0_ENERGY:PACKAGE0;1.60394255e+10;1.60394255e+10
COUNTER;Process 0(2);262144_1024_100000;DRAM_ENERGY:PACKAGE0;6.64355573e+09;6.64355573e+09
COUNTER;Process 0(2);262144_2048_100000;PAPI_FP_INS;23618.6743;23618.6743
COUNTER;Process 0(2);262144_2048_100000;PAPI_TOT_INS;4.88869365e+09;4.88869365e+09
COUNTER;Process 0(2);262144_2048_100000;PAPI_L3_TCM;9.7771554;9.7771554
COUNTER;Process 0(2);262144_2048_100000;PP0_ENERGY:PACKAGE0;1.6158459e+10;1.6158459e+10
COUNTER;Process 0(2);262144_2048_100000;DRAM_ENERGY:PACKAGE0;7.32799682e+09;7.32799682e+09
COUNTER;Process 0(2);262144_4096_100000;PAPI_FP_INS;21354.0132;21354.0132
COUNTER;Process 0(2);262144_4096_100000;PAPI_TOT_INS;4.71931955e+09;4.71931955e+09
COUNTER;Process 0(2);262144_4096_100000;PAPI_L3_TCM;5.86583861;5.86583861
COUNTER;Process 0(2);262144_4096_100000;PP0_ENERGY:PACKAGE0;1.59111104e+10;1.59111104e+10
COUNTER;Process 0(2);262144_4096_100000;DRAM_ENERGY:PACKAGE0;7.36218767e+09;7.36218767e+09
COUNTER;Process 0(2);524288_1_100000;PAPI_FP_INS;13578.231;13578.231
COUNTER;Process 0(2);524288_1_100000;PAPI_TOT_INS;4.99522703e+09;4.99522703e+09
COUNTER;Process 0(2);524288_1_100000;PAPI_L3_TCM;20.514277;20.514277
COUNTER;Process 0(2);524288_1_100000;PP0_ENERGY:PACKAGE0;1.62655131e+10;1.62655131e+10
COUNTER;Process 0(2);524288_1_100000;DRAM_ENERGY:PACKAGE0;7.27783762e+09;7.27783762e+09
COUNTER;Process 0(2);524288_2_100000;PAPI_FP_INS;13527.9871;13527.9871
COUNTER;Process 0(2);524288_2_100000;PAPI_TOT_INS;4.97024592e+09;4.97024592e+09
COUNTER;Process 0(2);524288_2_100000;PAPI_L3_TCM;4.78058283;4.78058283
COUNTER;Process 0(2);524288_2_100000;PP0_ENERGY:PACKAGE0;1.61981547e+10;1.61981547e+10
COUNTER;Process 0(2);524288_2_100000;DRAM_ENERGY:PACKAGE0;6.77953051e+09;6.77953051e+09
COUNTER;Process 0(2);524288_4_100000;PAPI_FP_INS;13578.7729;13578.7729
COUNTER;Process 0(2);524288_4_100000;PAPI_TOT_INS;4.92257975e+09;4.92257975e+09
COUNTER;Process 0(2);524288_4_100000;PAPI_L3_TCM;0.966959673;0.966959673
COUNTER;Process 0(2);524288_4_100000;PP0_ENERGY:PACKAGE0;1.61926203e+10;1.61926203e+10
COUNTER;Process 0(2);524288_4_100000;DRAM_ENERGY:PACKAGE0;6.7162945e+09;6.7162945e+09
COUNTER;Process 0(2);524288_8_100000;PAPI_FP_INS;13562.5146;13562.5146
COUNTER;Process 0(2);524288_8_100000;PAPI_TOT_INS;4.82519699e+09;4.82519699e+09
COUNTER;Process 0(2);524288_8_100000;PAPI_L3_TCM;0.533089138;0.533089138
COUNTER;Process 0(2);524288_8_100000;PP0_ENERGY:PACKAGE0;1.61575134e+10;1.61575134e+10
COUNTER;Process 0(2);524288_8_100000;DRAM_ENERGY:PACKAGE0;6.93668175e+09;6.93668175e+09
COUNTER;Process 0(2);524288_16_100000;PAPI_FP_INS;13465.3207;13465.3207
COUNTER;Process 0(2);524288_16_100000;PAPI_TOT_INS;4.64747755e+09;4.64747755e+09
COUNTER;Process 0(2);524288_16_100000;PAPI_L3_TCM;0.0977781376;0.0977781376
COUNTER;Process 0(2);524288_16_100000;PP0_ENERGY:PACKAGE0;1.61155755e+10;1.61155755e+10
COUNTER;Process 0(2);524288_16_100000;DRAM_ENERGY:PACKAGE0;6.91414715e+09;6.91414715e+09
COUNTER;Process 0(2);524288_32_100000;PAPI_FP_INS;12276.419;12276.419
COUNTER;Process 0(2);524288_32_100000;PAPI_TOT_INS;4.3541284e+09;4.3541284e+09
COUNTER;Process 0(2);524288_32_100000;PAPI_L3_TCM;9.34913042;9.34913042
COUNTER;Process 0(2);524288_32_100000;PP0_ENERGY:PACKAGE0;1.60604143e+10;1.60604143e+10
COUNTER;Process 0(2);524288_32_100000;DRAM_ENERGY:PACKAGE0;7.72054095e+09;7.72054095e+09
COUNTER;Process 0(2);524288_64_100000;PAPI_FP_INS;11998.3312;11998.3312
COUNTER;Process 0(2);524288_64_100000;PAPI_TOT_INS;4.3252221e+09;4.3252221e+09
COUNTER;Process 0(2);524288_64_100000;PAPI_L3_TCM;0.400804432;0.400804432
COUNTER;Process 0(2);524288_64_100000;PP0_ENERGY:PACKAGE0;1.61070758e+10;1.61070758e+10
COUNTER;Process 0(2);524288_64_100000;DRAM_ENERGY:PACKAGE0;7.75368301e+09;7.75368301e+09
COUNTER;Process 0(2);524288_128_100000;PAPI_FP_INS;11810.4194;11810.4194
COUNTER;Process 0(2);524288_128_100000;PAPI_TOT_INS;4.2702662e+09;4.2702662e+09
COUNTER;Process 0(2);524288_128_100000;PAPI_L3_TCM;0.543075885;0.543075885
COUNTER;Process 0(2);524288_128_100000;PP0_ENERGY:PACKAGE0;1.60633924e+10;1.60633924e+10
COUNTER;Process 0(2);524288_128_100000;DRAM_ENERGY:PACKAGE0;7.57925852e+09;7.57925852e+09
COUNTER;Process 0(2);524288_256_100000;PAPI_FP_INS;11577.9468;11577.9468
COUNTER;Process 0(2);524288_256_100000;PAPI_TOT_INS;4.16300312e+09;4.16300312e+09
COUNTER;Process 0(2);524288_256_100000;PAPI_L3_TCM;1.43608972;1.43608972
COUNTER;Process 0(2);524288_256_100000;PP0_ENERGY:PACKAGE0;1.60265153e+10;1.60265153e+10
COUNTER;Process 0(2);524288_256_100000;DRAM_ENERGY:PACKAGE0;7.52994692e+09;7.52994692e+09
COUNTER;Process 0(2);524288_512_100000;PAPI_FP_INS;13254.934;13254.934
COUNTER;Process 0(2);524288_512_100000;PAPI_TOT_INS;5.02531966e+09;5.02531966e+09
COUNTER;Process 0(2);524288_512_100000;PAPI_L3_TCM;0.281232024;0.281232024
COUNTER;Process 0(2);524288_512_100000;PP0_ENERGY:PACKAGE0;1.61287441e+10;1.61287441e+10
COUNTER;Process 0(2);524288_512_100000;DRAM_ENERGY:PACKAGE0;6.59939808e+09;6.59939808e+09
COUNTER;Process 0(2);524288_1024_100000;PAPI_FP_INS;12903.9298;12903.9298
COUNTER;Process 0(2);524288_1024_100000;PAPI_TOT_INS;4.95599916e+09;4.95599916e+09
COUNTER;Process 0(2);524288_1024_100000;PAPI_L3_TCM;0.273521628;0.273521628
COUNTER;Process 0(2);524288_1024_100000;PP0_ENERGY:PACKAGE0;1.60939977e+10;1.60939977e+10
COUNTER;Process 0(2);524288_1024_100000;DRAM_ENERGY:PACKAGE0;6.99885402e+09;6.99885402e+09
COUNTER;Process 0(2);524288_2048_100000;PAPI_FP_INS;12569.8487;12569.8487
COUNTER;Process 0(2);524288_2048_100000;PAPI_TOT_INS;4.89393479e+09;4.89393479e+09
COUNTER;Process 0(2);524288_2048_100000;PAPI_L3_TCM;0.438179934;0.438179934
COUNTER;Process 0(2);524288_2048_100000;PP0_ENERGY:PACKAGE0;1.60974113e+10;1.60974113e+10
COUNTER;Process 0(2);524288_2048_100000;DRAM_ENERGY:PACKAGE0;7.27564831e+09;7.27564831e+09
COUNTER;Process 0(2);524288_4096_100000;PAPI_FP_INS;11842.7197;11842.7197
COUNTER;Process 0(2);524288_4096_100000;PAPI_TOT_INS;4.84552776e+09;4.84552776e+09
COUNTER;Process 0(2);524288_4096_100000;PAPI_L3_TCM;0.123564171;0.123564171
COUNTER;Process 0(2);524288_4096_100000;PP0_ENERGY:PACKAGE0;1.59110534e+10;1.59110534e+10
COUNTER;Process 0(2);524288_4096_100000;DRAM_ENERGY:PACKAGE0;6.75966873e+09;6.75966873e+09
COUNTER;Process 0(2);1048576_1_100000;PAPI_FP_INS;6076.97749;6076.97749
COUNTER;Process 0(2);1048576_1_100000;PAPI_TOT_INS;4.45393269e+09;4.45393269e+09
COUNTER;Process 0(2);1048576_1_100000;PAPI_L3_TCM;25476.2695;25476.2695
COUNTER;Process 0(2);1048576_1_100000;PP0_ENERGY:PACKAGE0;1.57858632e+10;1.57858632e+10
COUNTER;Process 0(2);1048576_1_100000;DRAM_ENERGY:PACKAGE0;1.02074375e+10;1.02074375e+10
COUNTER;Process 0(2);1048576_2_100000;PAPI_FP_INS;8027.16819;8027.16819
COUNTER;Process 0(2);1048576_2_100000;PAPI_TOT_INS;5.00210447e+09;5.00210447e+09
COUNTER;Process 0(2);1048576_2_100000;PAPI_L3_TCM;61.813817;61.813817
COUNTER;Process 0(2);1048576_2_100000;PP0_ENERGY:PACKAGE0;4.50873726e+17;4.50873726e+17
COUNTER;Process 0(2);1048576_2_100000;DRAM_ENERGY:PACKAGE0;6.5261959e+09;6.5261959e+09
COUNTER;Process 0(2);1048576_4_100000;PAPI_FP_INS;8063.35998;8063.35998
COUNTER;Process 0(2);1048576_4_100000;PAPI_TOT_INS;4.97830804e+09;4.97830804e+09
COUNTER;Process 0(2);1048576_4_100000;PAPI_L3_TCM;0.391287531;0.391287531
COUNTER;Process 0(2);1048576_4_100000;PP0_ENERGY:PACKAGE0;1.61207645e+10;1.61207645e+10
COUNTER;Process 0(2);1048576_4_100000;DRAM_ENERGY:PACKAGE0;6.62414725e+09;6.62414725e+09
COUNTER;Process 0(2);1048576_8_100000;PAPI_FP_INS;8253.73596;8253.73596
COUNTER;Process 0(2);1048576_8_100000;PAPI_TOT_INS;4.93023893e+09;4.93023893e+09
COUNTER;Process 0(2);1048576_8_100000;PAPI_L3_TCM;0.465317929;0.465317929
COUNTER;Process 0(2);1048576_8_100000;PP0_ENERGY:PACKAGE0;1.61004385e+10;1.61004385e+10
COUNTER;Process 0(2);1048576_8_100000;DRAM_ENERGY:PACKAGE0;6.60284536e+09;6.60284536e+09
COUNTER;Process 0(2);1048576_16_100000;PAPI_FP_INS;7984.18235;7984.18235
COUNTER;Process 0(2);1048576_16_100000;PAPI_TOT_INS;4.833213e+09;4.833213e+09
COUNTER;Process 0(2);1048576_16_100000;PAPI_L3_TCM;0.196462993;0.196462993
COUNTER;Process 0(2);1048576_16_100000;PP0_ENERGY:PACKAGE0;1.60969756e+10;1.60969756e+10
COUNTER;Process 0(2);1048576_16_100000;DRAM_ENERGY:PACKAGE0;6.79066551e+09;6.79066551e+09
COUNTER;Process 0(2);1048576_32_100000;PAPI_FP_INS;7651.3888;7651.3888
COUNTER;Process 0(2);1048576_32_100000;PAPI_TOT_INS;4.6471368e+09;4.6471368e+09
COUNTER;Process 0(2);1048576_32_100000;PAPI_L3_TCM;0.569042044;0.569042044
COUNTER;Process 0(2);1048576_32_100000;PP0_ENERGY:PACKAGE0;1.60590154e+10;1.60590154e+10
COUNTER;Process 0(2);1048576_32_100000;DRAM_ENERGY:PACKAGE0;6.6684841e+09;6.6684841e+09
COUNTER;Process 0(2);1048576_64_100000;PAPI_FP_INS;7361.45078;7361.45078
COUNTER;Process 0(2);1048576_64_100000;PAPI_TOT_INS;4.34267752e+09;4.34267752e+09
COUNTER;Process 0(2);1048576_64_100000;PAPI_L3_TCM;8.38495173;8.38495173
COUNTER;Process 0(2);1048576_64_100000;PP0_ENERGY:PACKAGE0;1.59924875e+10;1.59924875e+10
COUNTER;Process 0(2);1048576_64_100000;DRAM_ENERGY:PACKAGE0;6.73897522e+09;6.73897522e+09
COUNTER;Process 0(2);1048576_128_100000;PAPI_FP_INS;7049.6494;7049.6494
COUNTER;Process 0(2);1048576_128_100000;PAPI_TOT_INS;4.31480892e+09;4.31480892e+09
COUNTER;Process 0(2);1048576_128_100000;PAPI_L3_TCM;10.1476512;10.1476512
COUNTER;Process 0(2);1048576_128_100000;PP0_ENERGY:PACKAGE0;1.59861925e+10;1.59861925e+10
COUNTER;Process 0(2);1048576_128_100000;DRAM_ENERGY:PACKAGE0;6.95920132e+09;6.95920132e+09
COUNTER;Process 0(2);1048576_256_100000;PAPI_FP_INS;7036.06273;7036.06273
COUNTER;Process 0(2);1048576_256_100000;PAPI_TOT_INS;4.26169178e+09;4.26169178e+09
COUNTER;Process 0(2);1048576_256_100000;PAPI_L3_TCM;10.1723076;10.1723076
COUNTER;Process 0(2);1048576_256_100000;PP0_ENERGY:PACKAGE0;1.59901488e+10;1.59901488e+10
COUNTER;Process 0(2);1048576_256_100000;DRAM_ENERGY:PACKAGE0;6.9951586e+09;6.9951586e+09
COUNTER;Process 0(2);1048576_512_100000;PAPI_FP_INS;6775.78892;6775.78892
COUNTER;Process 0(2);1048576_512_100000;PAPI_TOT_INS;4.15430868e+09;4.15430868e+09
COUNTER;Process 0(2);1048576_512_100000;PAPI_L3_TCM;0.314892722;0.314892722
COUNTER;Process 0(2);1048576_512_100000;PP0_ENERGY:PACKAGE0;1.59537165e+10;1.59537165e+10
COUNTER;Process 0(2);1048576_512_100000;DRAM_ENERGY:PACKAGE0;6.71927139e+09;6.71927139e+09
COUNTER;Process 0(2);1048576_1024_100000;PAPI_FP_INS;7735.18314;7735.18314
COUNTER;Process 0(2);1048576_1024_100000;PAPI_TOT_INS;4.99386389e+09;4.99386389e+09
COUNTER;Process 0(2);1048576_1024_100000;PAPI_L3_TCM;0.306089317;0.306089317
COUNTER;Process 0(2);1048576_1024_100000;PP0_ENERGY:PACKAGE0;1.60863559e+10;1.60863559e+10
COUNTER;Process 0(2);1048576_1024_100000;DRAM_ENERGY:PACKAGE0;6.63177977e+09;6.63177977e+09
COUNTER;Process 0(2);1048576_2048_100000;PAPI_FP_INS;7622.66319;7622.66319
COUNTER;Process 0(2);1048576_2048_100000;PAPI_TOT_INS;4.92678762e+09;4.92678762e+09
COUNTER;Process 0(2);1048576_2048_100000;PAPI_L3_TCM;0.160298261;0.160298261
COUNTER;Process 0(2);1048576_2048_100000;PP0_ENERGY:PACKAGE0;1.60264314e+10;1.60264314e+10
COUNTER;Process 0(2);1048576_2048_100000;DRAM_ENERGY:PACKAGE0;6.59478985e+09;6.59478985e+09
COUNTER;Process 0(2);1048576_4096_100000;PAPI_FP_INS;7187.31057;7187.31057
COUNTER;Process 0(2);1048576_4096_100000;PAPI_TOT_INS;4.85337955e+09;4.85337955e+09
COUNTER;Process 0(2);1048576_4096_100000;PAPI_L3_TCM;0.263398485;0.263398485
COUNTER;Process 0(2);1048576_4096_100000;PP0_ENERGY:PACKAGE0;1.59962237e+10;1.59962237e+10
COUNTER;Process 0(2);1048576_4096_100000;DRAM_ENERGY:PACKAGE0;6.61247919e+09;6.61247919e+09

P2P;Process;Send Invocations;Recv. Invocations;Send Bytes;Recv. Bytes;Duration (s)

COLLOP;Process;Coll. Op;Send Invocations;Recv. Invocations;Send Bytes;Recv. Bytes;Duration (s)
